Unique ID,Gender,Wave,Match,Same Race,Age of Partner,Race of Partner,Dates Per Week,Outings Per Week,Partner Preference Attractive,Partner Preference Sincere,Partner Preference Intelligence,Partner Preference Fun,Partner Preference Ambition,Partner Preference Shared Interests,Decision of Partner,Partner Rating Attractive,Partner Rating Sincere,Partner Rating Intelligence,Partner Rating Fun,Partner Rating Ambition,Partner Rating Shared Interests,Age,Field of Study,Race,Same Race Importance,Same Religion Importance,Goal of Event,Intended Career,Interest Sports,Interest Watching Sports,Interest Exercise,Interest Dining,Interest Museums,Interest Art,Interest Hiking,Interest Gaming,Interest Clubbing,Interest Reading,Interest TV,Interest Theater,Interest Movies,Interest Concerts,Interest Music,Interest Shopping,Interest Yoga,Expectation of Happiness With Partner,Expected Number of Matches,Your Preference Attractive,Your Preference Sincere,Your Preference Intelligence,Your Preference Fun,Your Preference Ambition,Your Preference Shared Interests,Opposite-Sex Preference Attractive,Opposite-Sex Preference Sincere,Opposite-Sex Preference Intelligence,Opposite-Sex Preference Fun,Opposite-Sex Preference Ambition,Opposite-Sex Preference Shared Interests,Own Rating Attractive,Own Rating Sincere,Own Rating Fun,Own Rating Intelligence,Own Rating Ambition,Decision,Estimation of Matches,Number of Dates,Your Preference Attractive Post-Date,Your Preference Sincere Post-Date,Your Preference Intelligence Post-Date,Your Preference Fun Post-Date,Your Preference Ambition Post-Date,Your Preference Shared Interests Post-Date
107,Male,4,No,Yes,23.0,White,4.0,1.0,15.0,15.0,20.0,15.0,20.0,15.0,0,3.0,10.0,10.0,10.0,10.0,6.0,21.0,History,White,1.0,1.0,Fun Night Out,Academic/Research,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,Yes,,,,,,,,
107,Male,4,No,Yes,27.0,White,4.0,1.0,25.0,15.0,20.0,20.0,20.0,0.0,0,9.0,9.0,10.0,10.0,7.0,6.0,21.0,History,White,1.0,1.0,Fun Night Out,Academic/Research,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,No,,,,,,,,
107,Male,4,No,No,23.0,Asian,4.0,1.0,15.0,21.0,18.0,18.0,10.0,18.0,1,6.0,7.0,8.0,7.0,8.0,6.0,21.0,History,White,1.0,1.0,Fun Night Out,Academic/Research,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,No,,,,,,,,
107,Male,4,Yes,No,25.0,Other,4.0,1.0,15.0,3.0,50.0,20.0,2.0,10.0,1,8.0,7.0,8.0,8.0,,,21.0,History,White,1.0,1.0,Fun Night Out,Academic/Research,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,Yes,,,,,,,,
107,Male,4,Yes,Yes,29.0,White,4.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,1,8.0,9.0,9.0,10.0,9.0,9.0,21.0,History,White,1.0,1.0,Fun Night Out,Academic/Research,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,Yes,,,,,,,,
107,Male,4,No,Yes,29.0,White,4.0,1.0,14.0,20.0,18.0,24.0,18.0,6.0,0,7.0,7.0,7.0,7.0,7.0,6.0,21.0,History,White,1.0,1.0,Fun Night Out,Academic/Research,7.0,2.0,4.0,7.0,6.0,7.0,8.0,1.0,7.0,7.0,1.0,5.0,7.0,9.0,9.0,1.0,10.0,6.0,3.0,19.0,24.0,21.0,23.0,5.0,8.0,22.0,20.0,18.0,23.0,10.0,7.0,7.0,9.0,9.0,9.0,6.0,Yes,,,,,,,,
108,Male,4,No,Yes,34.0,White,6.0,3.0,10.0,10.0,30.0,20.0,10.0,20.0,1,5.0,5.0,5.0,5.0,8.0,8.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,Yes,22.0,White,6.0,3.0,15.0,20.0,20.0,20.0,15.0,10.0,1,9.0,7.0,7.0,9.0,6.0,5.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,No,23.0,Latino,6.0,3.0,10.0,25.0,20.0,10.0,20.0,15.0,0,7.0,4.0,7.0,2.0,2.0,2.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,Yes,No,26.0,Asian,6.0,3.0,10.0,20.0,15.0,20.0,20.0,15.0,1,6.0,6.0,6.0,6.0,6.0,6.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,Yes,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,No,27.0,Asian,6.0,3.0,10.0,20.0,20.0,10.0,20.0,20.0,1,8.0,8.0,8.0,8.0,8.0,8.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,Yes,Yes,28.0,White,6.0,3.0,10.0,10.0,20.0,20.0,20.0,20.0,1,7.0,7.0,7.0,8.0,7.0,7.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,Yes,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,No,25.0,Other,6.0,3.0,20.0,20.0,20.0,20.0,10.0,10.0,1,7.0,10.0,10.0,10.0,8.0,10.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,No,35.0,Latino,6.0,3.0,10.0,32.0,20.0,12.0,11.0,15.0,0,5.0,7.0,9.0,6.0,7.0,5.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,Yes,No,32.0,Latino,6.0,3.0,30.0,30.0,30.0,5.0,0.0,5.0,1,4.0,0.0,8.0,7.0,7.0,6.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,Yes,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,Yes,30.0,White,6.0,3.0,20.0,25.0,15.0,15.0,15.0,10.0,0,6.0,6.0,6.0,4.0,6.0,1.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,Yes,Yes,22.0,White,6.0,3.0,15.0,20.0,20.0,20.0,5.0,20.0,1,10.0,8.0,6.0,7.0,10.0,5.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,Yes,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,Yes,23.0,White,6.0,3.0,15.0,15.0,20.0,15.0,15.0,20.0,0,7.0,9.0,7.0,6.0,7.0,5.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,Yes,23.0,White,6.0,3.0,15.0,15.0,20.0,15.0,20.0,15.0,0,8.0,10.0,10.0,5.0,10.0,8.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,Yes,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,Yes,27.0,White,6.0,3.0,25.0,15.0,20.0,20.0,20.0,0.0,0,9.0,9.0,8.0,10.0,8.0,7.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,No,23.0,Asian,6.0,3.0,15.0,21.0,18.0,18.0,10.0,18.0,1,7.0,7.0,6.0,6.0,4.0,5.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,No,25.0,Other,6.0,3.0,15.0,3.0,50.0,20.0,2.0,10.0,0,9.0,7.0,8.0,7.0,6.0,7.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,Yes,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,Yes,29.0,White,6.0,3.0,10.0,20.0,20.0,20.0,20.0,10.0,1,8.0,9.0,10.0,9.0,8.0,9.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,No,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
108,Male,4,No,Yes,29.0,White,6.0,3.0,14.0,20.0,18.0,24.0,18.0,6.0,0,7.0,7.0,7.0,7.0,7.0,6.0,24.0,Engineering,White,1.0,1.0,Fun Night Out,Engineer,7.0,3.0,4.0,5.0,6.0,7.0,3.0,2.0,5.0,7.0,3.0,7.0,7.0,4.0,6.0,2.0,2.0,5.0,2.0,10.0,20.0,35.0,20.0,0.0,15.0,25.0,25.0,15.0,15.0,10.0,10.0,4.0,8.0,3.0,7.0,2.0,Yes,3.0,,5.0,25.0,45.0,5.0,0.0,20.0
109,Male,4,Yes,No,34.0,White,4.0,1.0,10.0,10.0,30.0,20.0,10.0,20.0,1,5.0,5.0,6.0,10.0,7.0,,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,No,No,22.0,White,4.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,0,6.0,7.0,7.0,6.0,7.0,7.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,Yes,No,23.0,Latino,4.0,1.0,10.0,25.0,20.0,10.0,20.0,15.0,1,7.0,10.0,10.0,6.0,10.0,6.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,No,Yes,26.0,Asian,4.0,1.0,10.0,20.0,15.0,20.0,20.0,15.0,0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,Yes,Yes,27.0,Asian,4.0,1.0,10.0,20.0,20.0,10.0,20.0,20.0,1,8.0,8.0,8.0,8.0,8.0,8.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,No,No,28.0,White,4.0,1.0,10.0,10.0,20.0,20.0,20.0,20.0,0,6.0,9.0,8.0,8.0,8.0,7.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,Yes,No,25.0,Other,4.0,1.0,20.0,20.0,20.0,20.0,10.0,10.0,1,6.0,10.0,10.0,8.0,8.0,8.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,No,No,35.0,Latino,4.0,1.0,10.0,32.0,20.0,12.0,11.0,15.0,0,4.0,8.0,8.0,9.0,6.0,8.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,No,No,32.0,Latino,4.0,1.0,30.0,30.0,30.0,5.0,0.0,5.0,0,5.0,5.0,9.0,6.0,5.0,5.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,No,No,30.0,White,4.0,1.0,20.0,25.0,15.0,15.0,15.0,10.0,0,6.0,8.0,7.0,5.0,6.0,2.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,Yes,No,22.0,White,4.0,1.0,15.0,20.0,20.0,20.0,5.0,20.0,1,6.0,7.0,7.0,7.0,5.0,7.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,No,No,23.0,White,4.0,1.0,15.0,15.0,20.0,15.0,15.0,20.0,0,2.0,4.0,7.0,8.0,8.0,4.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,No,No,23.0,White,4.0,1.0,15.0,15.0,20.0,15.0,20.0,15.0,0,5.0,10.0,10.0,10.0,10.0,10.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,No,2.0,,,,,,,
109,Male,4,No,No,27.0,White,4.0,1.0,25.0,15.0,20.0,20.0,20.0,0.0,0,8.0,10.0,10.0,8.0,8.0,6.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,No,2.0,,,,,,,
109,Male,4,Yes,Yes,23.0,Asian,4.0,1.0,15.0,21.0,18.0,18.0,10.0,18.0,1,6.0,7.0,7.0,5.0,6.0,7.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,Yes,No,25.0,Other,4.0,1.0,15.0,3.0,50.0,20.0,2.0,10.0,1,6.0,7.0,8.0,8.0,8.0,,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,Yes,No,29.0,White,4.0,1.0,10.0,20.0,20.0,20.0,20.0,10.0,1,7.0,9.0,9.0,7.0,9.0,7.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
109,Male,4,No,No,29.0,White,4.0,1.0,14.0,20.0,18.0,24.0,18.0,6.0,0,7.0,7.0,7.0,6.0,7.0,6.0,25.0,Film,Asian,1.0,1.0,Fun Night Out,Creative Arts,2.0,1.0,2.0,10.0,10.0,10.0,1.0,2.0,2.0,10.0,5.0,7.0,10.0,10.0,10.0,5.0,3.0,5.0,3.0,15.0,10.0,30.0,10.0,5.0,30.0,20.0,15.0,15.0,15.0,20.0,15.0,6.0,9.0,8.0,9.0,8.0,Yes,2.0,,,,,,,
110,Male,4,Yes,Yes,34.0,White,6.0,1.0,10.0,10.0,30.0,20.0,10.0,20.0,1,5.0,5.0,6.0,7.0,6.0,,28.0,Film,White,4.0,6.0,Meet New People,Creative Arts,4.0,3.0,8.0,7.0,7.0,9.0,8.0,2.0,3.0,7.0,5.0,7.0,9.0,7.0,8.0,3.0,6.0,6.0,3.0,20.0,20.0,15.0,15.0,5.0,25.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,9.0,8.0,8.0,7.0,Yes,3.0,,20.0,15.0,20.0,15.0,15.0,15.0
110,Male,4,No,Yes,22.0,White,6.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,1,8.0,9.0,8.0,9.0,9.0,8.0,28.0,Film,White,4.0,6.0,Meet New People,Creative Arts,4.0,3.0,8.0,7.0,7.0,9.0,8.0,2.0,3.0,7.0,5.0,7.0,9.0,7.0,8.0,3.0,6.0,6.0,3.0,20.0,20.0,15.0,15.0,5.0,25.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,9.0,8.0,8.0,7.0,No,3.0,,20.0,15.0,20.0,15.0,15.0,15.0
110,Male,4,No,No,23.0,Latino,6.0,1.0,10.0,25.0,20.0,10.0,20.0,15.0,0,2.0,2.0,5.0,2.0,,8.0,28.0,Film,White,4.0,6.0,Meet New People,Creative Arts,4.0,3.0,8.0,7.0,7.0,9.0,8.0,2.0,3.0,7.0,5.0,7.0,9.0,7.0,8.0,3.0,6.0,6.0,3.0,20.0,20.0,15.0,15.0,5.0,25.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,9.0,8.0,8.0,7.0,No,3.0,,20.0,15.0,20.0,15.0,15.0,15.0
110,Male,4,No,No,26.0,Asian,6.0,1.0,10.0,20.0,15.0,20.0,20.0,15.0,0,4.0,4.0,4.0,4.0,4.0,4.0,28.0,Film,White,4.0,6.0,Meet New People,Creative Arts,4.0,3.0,8.0,7.0,7.0,9.0,8.0,2.0,3.0,7.0,5.0,7.0,9.0,7.0,8.0,3.0,6.0,6.0,3.0,20.0,20.0,15.0,15.0,5.0,25.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,9.0,8.0,8.0,7.0,No,3.0,,20.0,15.0,20.0,15.0,15.0,15.0
110,Male,4,No,No,27.0,Asian,6.0,1.0,10.0,20.0,20.0,10.0,20.0,20.0,0,6.0,,8.0,8.0,8.0,8.0,28.0,Film,White,4.0,6.0,Meet New People,Creative Arts,4.0,3.0,8.0,7.0,7.0,9.0,8.0,2.0,3.0,7.0,5.0,7.0,9.0,7.0,8.0,3.0,6.0,6.0,3.0,20.0,20.0,15.0,15.0,5.0,25.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,9.0,8.0,8.0,7.0,No,3.0,,20.0,15.0,20.0,15.0,15.0,15.0
110,Male,4,No,Yes,28.0,White,6.0,1.0,10.0,10.0,20.0,20.0,20.0,20.0,0,6.0,6.0,7.0,6.0,7.0,6.0,28.0,Film,White,4.0,6.0,Meet New People,Creative Arts,4.0,3.0,8.0,7.0,7.0,9.0,8.0,2.0,3.0,7.0,5.0,7.0,9.0,7.0,8.0,3.0,6.0,6.0,3.0,20.0,20.0,15.0,15.0,5.0,25.0,20.0,20.0,15.0,15.0,5.0,25.0,7.0,9.0,8.0,8.0,7.0,No,3.0,,20.0,15.0,20.0,15.0,15.0,15.0
